AoA,CL,CD,camber,camber_loc,thickness,Re
6.0,0.85,0.00992,2,1,08,1000000
8.0,1.0625,0.01133,2,1,08,1000000
10.0,1.2524,0.01585,2,1,08,1000000
12.0,0.8522,0.00428,2,1,08,1000000
14.0,0.7567,0.02041,2,1,08,1000000
16.0,0.6458,0.05656,2,1,08,1000000
-2.0,-0.1306,0.03104,3,1,08,50000
0.0,0.1043,0.02497,3,1,08,50000
2.0,0.5073,0.01795,3,1,08,50000
4.0,0.7111,0.02677,3,1,08,50000
6.0,0.9046,0.03856,3,1,08,50000
8.0,0.9491,0.07442,3,1,08,50000
10.0,0.8097,0.13153,3,1,08,50000
12.0,0.8518,0.15631,3,1,08,50000
14.0,0.8745,0.18106,3,1,08,50000
16.0,0.9519,0.21874,3,1,08,50000
-2.0,-0.1048,0.03128,3,1,08,100000
0.0,0.2922,0.01734,3,1,08,100000
4.0,0.7039,0.02013,3,1,08,100000
6.0,0.9108,0.02761,3,1,08,100000
8.0,1.0794,0.04117,3,1,08,100000
10.0,0.8454,0.11495,3,1,08,100000
12.0,0.8734,0.14299,3,1,08,100000
14.0,0.9212,0.17008,3,1,08,100000
16.0,0.9596,0.20275,3,1,08,100000
-2.0,0.0848,0.02279,3,1,08,250000
-2.0,-0.0986,0.03804,4,1,08,50000
0.0,0.3199,0.02527,4,1,08,50000
2.0,0.5708,0.02519,4,1,08,50000
4.0,0.7921,0.03106,4,1,08,50000
6.0,0.9586,0.0464,4,1,08,50000
8.0,0.7535,0.11624,4,1,08,50000
10.0,0.8232,0.14049,4,1,08,50000
12.0,0.8506,0.16359,4,1,08,50000
14.0,0.9422,0.19601,4,1,08,50000
16.0,0.95,0.21089,4,1,08,50000
-2.0,0.1726,0.02688,4,1,08,250000
0.0,0.3668,0.02181,4,1,08,250000
-2.0,-0.1006,0.01585,1,2,08,50000
0.0,0.0299,0.01578,1,2,08,50000
2.0,0.1754,0.01887,1,2,08,50000
6.0,0.7445,0.0262,1,2,08,50000
8.0,0.8921,0.04843,1,2,08,50000
10.0,0.7996,0.10238,1,2,08,50000
14.0,0.7958,0.1919,1,2,08,50000
16.0,0.8191,0.21577,1,2,08,50000
-2.0,-0.0929,0.01168,1,2,08,100000
0.0,0.0251,0.01171,1,2,08,100000
2.0,0.3628,0.01247,1,2,08,100000
4.0,0.5635,0.01395,1,2,08,100000
6.0,0.7405,0.01872,1,2,08,100000
8.0,0.9091,0.03602,1,2,08,100000
10.0,0.8674,0.07614,1,2,08,100000
12.0,0.7955,0.14677,1,2,08,100000
14.0,0.7966,0.18142,1,2,08,100000
16.0,0.8225,0.21172,1,2,08,100000
-2.0,-0.1863,0.00826,1,2,08,250000
0.0,0.1341,0.00753,1,2,08,250000
2.0,0.3642,0.00751,1,2,08,250000
4.0,0.555,0.00999,1,2,08,250000
6.0,0.7472,0.01431,1,2,08,250000
8.0,0.9219,0.0246,1,2,08,250000
10.0,0.9962,0.05132,1,2,08,250000
12.0,0.7836,0.13292,1,2,08,250000
14.0,0.4186,0.09093,1,2,08,250000
16.0,0.4576,0.11746,1,2,08,250000
0.0,0.0963,0.00409,1,2,08,1000000
2.0,0.3551,0.00542,1,2,08,1000000
4.0,0.5587,0.007,1,2,08,1000000
6.0,0.7602,0.00991,1,2,08,1000000
8.0,0.8104,2e-05,1,2,08,1000000
10.0,0.7737,0.00154,1,2,08,1000000
12.0,0.6909,0.01034,1,2,08,1000000
14.0,0.6062,0.03356,1,2,08,1000000
-2.0,-0.1182,0.0219,2,2,08,50000
0.0,0.0753,0.01691,2,2,08,50000
2.0,0.3828,0.02111,2,2,08,50000
4.0,0.6624,0.02225,2,2,08,50000
6.0,0.8549,0.03009,2,2,08,50000
8.0,1.0028,0.03388,2,2,08,50000
10.0,1.0862,0.06208,2,2,08,50000
12.0,0.8551,0.13485,2,2,08,50000
14.0,0.8328,0.18497,2,2,08,50000
16.0,0.8659,0.21485,2,2,08,50000
-2.0,-0.1194,0.0186,2,2,08,100000
0.0,0.1139,0.01296,2,2,08,100000
2.0,0.456,0.01226,2,2,08,100000
4.0,0.6486,0.01526,2,2,08,100000
6.0,0.8525,0.01979,2,2,08,100000
8.0,1.0064,0.02535,2,2,08,100000
10.0,1.1237,0.04832,2,2,08,100000
12.0,0.98,0.09156,2,2,08,100000
14.0,0.4895,0.09873,2,2,08,100000
16.0,0.487,0.11975,2,2,08,100000
-2.0,-0.0553,0.01216,2,2,08,250000
0.0,0.2484,0.00725,2,2,08,250000
2.0,0.4453,0.00807,2,2,08,250000
4.0,0.6427,0.01083,2,2,08,250000
6.0,0.8494,0.01308,2,2,08,250000
8.0,1.0254,0.01961,2,2,08,250000
10.0,1.1563,0.03434,2,2,08,250000
12.0,1.1101,0.06265,2,2,08,250000
14.0,0.9015,0.1437,2,2,08,250000
16.0,0.4939,0.11215,2,2,08,250000
-2.0,-0.0022,0.00711,2,2,08,1000000
0.0,0.2015,0.00486,2,2,08,1000000
2.0,0.4392,0.00597,2,2,08,1000000
4.0,0.6506,0.00718,2,2,08,1000000
6.0,0.8649,0.00853,2,2,08,1000000
8.0,1.0591,0.01309,2,2,08,1000000
10.0,1.2365,0.01886,2,2,08,1000000
12.0,1.3666,0.02712,2,2,08,1000000
14.0,1.317,0.05252,2,2,08,1000000
16.0,1.1858,0.10846,2,2,08,1000000
-2.0,-0.0893,0.03033,3,2,08,50000
2.0,0.5319,0.02029,3,2,08,50000
4.0,0.7445,0.02412,3,2,08,50000
6.0,0.9325,0.03379,3,2,08,50000
8.0,1.0653,0.05133,3,2,08,50000
10.0,0.8486,0.11872,3,2,08,50000
12.0,1.1672,0.07454,3,2,08,50000
14.0,0.9229,0.16796,3,2,08,50000
16.0,0.9264,0.21556,3,2,08,50000
0.0,0.2931,0.01325,3,2,08,100000
2.0,0.536,0.01261,3,2,08,100000
4.0,0.7346,0.01676,3,2,08,100000
6.0,0.944,0.02174,3,2,08,100000
8.0,1.1361,0.02578,3,2,08,100000
10.0,1.2207,0.03527,3,2,08,100000
12.0,1.2424,0.0606,3,2,08,100000
16.0,0.5325,0.1182,3,2,08,100000
-2.0,0.0946,0.01468,3,2,08,250000
0.0,0.3164,0.00841,3,2,08,250000
6.0,0.9426,0.01467,3,2,08,250000
8.0,1.1438,0.01596,3,2,08,250000
10.0,1.2562,0.02784,3,2,08,250000
12.0,1.2848,0.04622,3,2,08,250000
14.0,1.1666,0.08896,3,2,08,250000
16.0,1.0568,0.14856,3,2,08,250000
-2.0,0.0946,0.008,3,2,08,1000000
0.0,0.3092,0.00774,3,2,08,1000000
2.0,0.5271,0.00672,3,2,08,1000000
4.0,0.7439,0.00784,3,2,08,1000000
6.0,0.9616,0.00883,3,2,08,1000000
8.0,1.1571,0.0127,3,2,08,1000000
10.0,1.3383,0.01762,3,2,08,1000000
12.0,1.4293,0.02761,3,2,08,1000000
14.0,1.4271,0.04743,3,2,08,1000000
16.0,1.3391,0.09111,3,2,08,1000000
-2.0,-0.2278,0.04104,4,2,08,50000
0.0,0.2628,0.02817,4,2,08,50000
2.0,0.6198,0.02043,4,2,08,50000
4.0,0.8261,0.02655,4,2,08,50000
6.0,1.0067,0.03769,4,2,08,50000
8.0,1.0722,0.06471,4,2,08,50000
14.0,0.9511,0.17766,4,2,08,50000
16.0,0.9786,0.21308,4,2,08,50000
-2.0,0.1978,0.02247,4,2,08,250000
0.0,0.4137,0.01162,4,2,08,250000
2.0,0.6101,0.01067,4,2,08,250000
4.0,0.8211,0.013,4,2,08,250000
6.0,1.033,0.01588,4,2,08,250000
8.0,1.2371,0.01864,4,2,08,250000
10.0,1.3677,0.02493,4,2,08,250000
12.0,1.3431,0.0444,4,2,08,250000
14.0,1.3161,0.07337,4,2,08,250000
16.0,1.2155,0.1224,4,2,08,250000
-2.0,0.1915,0.01045,4,2,08,1000000
0.0,0.4032,0.00901,4,2,08,1000000
2.0,0.6208,0.00735,4,2,08,1000000
4.0,0.8395,0.00837,4,2,08,1000000
6.0,1.0551,0.00961,4,2,08,1000000
8.0,1.2698,0.01057,4,2,08,1000000
10.0,1.4304,0.01756,4,2,08,1000000
12.0,1.5323,0.02586,4,2,08,1000000
14.0,1.5368,0.04358,4,2,08,1000000
16.0,1.4149,0.09128,4,2,08,1000000
-2.0,-0.1075,0.01579,1,3,08,50000
0.0,0.0264,0.01586,1,3,08,50000
2.0,0.1738,0.01907,1,3,08,50000
4.0,0.5882,0.0214,1,3,08,50000
6.0,0.7329,0.02793,1,3,08,50000
8.0,0.8798,0.05459,1,3,08,50000
10.0,0.7457,0.12667,1,3,08,50000
12.0,0.7878,0.16325,1,3,08,50000
14.0,0.7726,0.18617,1,3,08,50000
16.0,0.8384,0.22513,1,3,08,50000
-2.0,-0.1016,0.01159,1,3,08,100000
0.0,0.0225,0.01181,1,3,08,100000
2.0,0.3588,0.01297,1,3,08,100000
4.0,0.5729,0.01344,1,3,08,100000
6.0,0.7311,0.02217,1,3,08,100000
8.0,0.901,0.04104,1,3,08,100000
10.0,0.8329,0.10682,1,3,08,100000
12.0,0.7582,0.14592,1,3,08,100000
14.0,0.7775,0.179,1,3,08,100000
16.0,0.817,0.21016,1,3,08,100000
-2.0,-0.1863,0.00788,1,3,08,250000
0.0,0.1324,0.00764,1,3,08,250000
2.0,0.3702,0.00744,1,3,08,250000
4.0,0.5616,0.00961,1,3,08,250000
6.0,0.7435,0.01592,1,3,08,250000
8.0,0.9185,0.02849,1,3,08,250000
10.0,0.6077,0.01493,1,3,08,250000
12.0,0.7779,0.13571,1,3,08,250000
14.0,0.7865,0.17371,1,3,08,250000
16.0,0.8234,0.2058,1,3,08,250000
-2.0,-0.0952,0.00582,1,3,08,1000000
0.0,0.1041,0.00398,1,3,08,1000000
2.0,0.359,0.00523,1,3,08,1000000
4.0,0.5611,0.00717,1,3,08,1000000
6.0,0.7626,0.01039,1,3,08,1000000
8.0,0.962,0.01423,1,3,08,1000000
10.0,1.1098,0.02647,1,3,08,1000000
12.0,1.2168,0.03644,1,3,08,1000000
16.0,0.4473,0.11103,1,3,08,1000000
-2.0,-0.124,0.01631,2,3,08,50000
0.0,0.072,0.01719,2,3,08,50000
2.0,0.3278,0.02272,2,3,08,50000
4.0,0.6742,0.02431,2,3,08,50000
6.0,0.861,0.02519,2,3,08,50000
8.0,0.9962,0.04117,2,3,08,50000
10.0,0.9817,0.07951,2,3,08,50000
12.0,0.8171,0.15568,2,3,08,50000
14.0,0.8427,0.18964,2,3,08,50000
16.0,0.8829,0.22153,2,3,08,50000
-2.0,-0.1113,0.015,2,3,08,100000
0.0,0.1087,0.01334,2,3,08,100000
2.0,0.4679,0.01301,2,3,08,100000
4.0,0.6715,0.01451,2,3,08,100000
6.0,0.8564,0.01692,2,3,08,100000
8.0,1.001,0.0332,2,3,08,100000
10.0,1.0733,0.06402,2,3,08,100000
12.0,0.8362,0.14205,2,3,08,100000
14.0,0.86,0.17723,2,3,08,100000
16.0,0.8942,0.21559,2,3,08,100000
-2.0,-0.0518,0.01064,2,3,08,250000
0.0,0.2549,0.00741,2,3,08,250000
2.0,0.4593,0.00781,2,3,08,250000
4.0,0.6603,0.00986,2,3,08,250000
6.0,0.8529,0.01339,2,3,08,250000
8.0,1.0146,0.02346,2,3,08,250000
10.0,1.1195,0.04561,2,3,08,250000
16.0,0.5082,0.11902,2,3,08,250000
-2.0,0.0103,0.00649,2,3,08,1000000
0.0,0.2101,0.00426,2,3,08,1000000
2.0,0.451,0.00535,2,3,08,1000000
4.0,0.6632,0.0067,2,3,08,1000000
6.0,0.8641,0.01025,2,3,08,1000000
8.0,1.0637,0.01381,2,3,08,1000000
10.0,1.23,0.02075,2,3,08,1000000
12.0,1.3386,0.03068,2,3,08,1000000
14.0,1.2807,0.0581,2,3,08,1000000
-2.0,-0.0711,0.02587,3,3,08,50000
0.0,0.1217,0.01959,3,3,08,50000
2.0,0.4867,0.02474,3,3,08,50000
4.0,0.757,0.02675,3,3,08,50000
6.0,0.9429,0.03347,3,3,08,50000
8.0,1.0701,0.03242,3,3,08,50000
10.0,1.1874,0.05956,3,3,08,50000
12.0,0.9704,0.11926,3,3,08,50000
14.0,0.9195,0.19314,3,3,08,50000
16.0,0.9425,0.22417,3,3,08,50000
-2.0,-0.0631,0.02095,3,3,08,100000
0.0,0.2809,0.01425,3,3,08,100000
2.0,0.56,0.01323,3,3,08,100000
4.0,0.7664,0.0156,3,3,08,100000
6.0,0.9663,0.01867,3,3,08,100000
8.0,1.0833,0.02753,3,3,08,100000
10.0,1.2165,0.04948,3,3,08,100000
12.0,1.1087,0.08256,3,3,08,100000
14.0,0.9459,0.17718,3,3,08,100000
16.0,0.934,0.20919,3,3,08,100000
-2.0,0.1044,0.01159,3,3,08,250000
0.0,0.3476,0.0074,3,3,08,250000
2.0,0.5519,0.00838,3,3,08,250000
4.0,0.7587,0.01051,3,3,08,250000
6.0,0.9639,0.0124,3,3,08,250000
8.0,1.1134,0.0211,3,3,08,250000
10.0,1.2377,0.03631,3,3,08,250000
12.0,0.7297,0.02123,3,3,08,250000
14.0,0.6414,0.05004,3,3,08,250000
16.0,0.944,0.20189,3,3,08,250000
-2.0,0.1138,0.00687,3,3,08,1000000
0.0,0.3258,0.00528,3,3,08,1000000
2.0,0.5485,0.00578,3,3,08,1000000
4.0,0.7661,0.00688,3,3,08,1000000
6.0,0.9718,0.00953,3,3,08,1000000
8.0,1.1631,0.01384,3,3,08,1000000
10.0,1.3282,0.01974,3,3,08,1000000
12.0,1.4123,0.02943,3,3,08,1000000
14.0,1.3325,0.05988,3,3,08,1000000
-2.0,-0.2966,0.0435,4,3,08,50000
0.0,0.2395,0.02517,4,3,08,50000
2.0,0.6054,0.02596,4,3,08,50000
4.0,0.8282,0.0301,4,3,08,50000
6.0,1.0035,0.03949,4,3,08,50000
8.0,1.2119,0.03762,4,3,08,50000
10.0,1.266,0.04818,4,3,08,50000
12.0,1.2701,0.0794,4,3,08,50000
14.0,1.034,0.15144,4,3,08,50000
16.0,0.9896,0.22236,4,3,08,50000
-2.0,0.069,0.02638,4,3,08,100000
0.0,0.4195,0.01428,4,3,08,100000
2.0,0.6517,0.0138,4,3,08,100000
4.0,0.861,0.01678,4,3,08,100000
6.0,1.0668,0.02112,4,3,08,100000
8.0,1.2307,0.02135,4,3,08,100000
10.0,1.2869,0.04059,4,3,08,100000
12.0,1.2935,0.0705,4,3,08,100000
14.0,1.1465,0.11318,4,3,08,100000
16.0,0.5924,0.123,4,3,08,100000
0.0,0.441,0.00765,4,3,08,250000
2.0,0.6461,0.00914,4,3,08,250000
4.0,0.856,0.01131,4,3,08,250000
6.0,1.0657,0.01334,4,3,08,250000
8.0,1.2157,0.01984,4,3,08,250000
10.0,1.2989,0.03163,4,3,08,250000
12.0,1.3367,0.05458,4,3,08,250000
14.0,1.2219,0.09261,4,3,08,250000
16.0,0.6496,0.08719,4,3,08,250000
-2.0,0.2173,0.0073,4,3,08,1000000
0.0,0.4346,0.00719,4,3,08,1000000
2.0,0.6493,0.00631,4,3,08,1000000
4.0,0.8683,0.00734,4,3,08,1000000
6.0,1.0844,0.00848,4,3,08,1000000
8.0,1.2602,0.01415,4,3,08,1000000
10.0,1.4238,0.01933,4,3,08,1000000
12.0,1.4562,0.03175,4,3,08,1000000
14.0,1.4711,0.05078,4,3,08,1000000
16.0,1.4066,0.08753,4,3,08,1000000
-2.0,-0.116,0.01577,1,4,08,50000
0.0,0.0223,0.01595,1,4,08,50000
2.0,0.176,0.01901,1,4,08,50000
4.0,0.5827,0.02167,1,4,08,50000
6.0,0.7365,0.03013,1,4,08,50000
8.0,0.8744,0.05941,1,4,08,50000
10.0,0.7298,0.12577,1,4,08,50000
12.0,0.7551,0.15838,1,4,08,50000
14.0,0.7783,0.18661,1,4,08,50000
16.0,0.8222,0.21788,1,4,08,50000
-2.0,-0.1125,0.01155,1,4,08,100000
0.0,0.0198,0.01192,1,4,08,100000
2.0,0.3454,0.0136,1,4,08,100000
4.0,0.579,0.01309,1,4,08,100000
6.0,0.735,0.0236,1,4,08,100000
8.0,0.8929,0.04561,1,4,08,100000
10.0,0.7669,0.11089,1,4,08,100000
12.0,0.7635,0.14636,1,4,08,100000
14.0,0.781,0.17967,1,4,08,100000
16.0,0.8196,0.21085,1,4,08,100000
-2.0,-0.1822,0.008,1,4,08,250000
0.0,0.1297,0.00777,1,4,08,250000
2.0,0.3772,0.0074,1,4,08,250000
4.0,0.5669,0.00953,1,4,08,250000
6.0,0.7451,0.01671,1,4,08,250000
8.0,0.9167,0.03195,1,4,08,250000
10.0,0.5733,0.01777,1,4,08,250000
12.0,0.7787,0.13685,1,4,08,250000
14.0,0.7877,0.17537,1,4,08,250000
16.0,0.8264,0.20659,1,4,08,250000
-2.0,-0.0881,0.00562,1,4,08,1000000
0.0,0.1142,0.00392,1,4,08,1000000
2.0,0.3641,0.00507,1,4,08,1000000
4.0,0.5631,0.00764,1,4,08,1000000
6.0,0.768,0.01052,1,4,08,1000000
8.0,0.9659,0.01465,1,4,08,1000000
10.0,1.1051,0.02875,1,4,08,1000000
12.0,1.1876,0.04025,1,4,08,1000000
16.0,0.4495,0.11256,1,4,08,1000000
-2.0,-0.1015,0.01602,2,4,08,50000
0.0,0.0698,0.01748,2,4,08,50000
2.0,0.2248,0.02246,2,4,08,50000
4.0,0.6285,0.02762,2,4,08,50000
6.0,0.8278,0.02405,2,4,08,50000
8.0,0.9959,0.04843,2,4,08,50000
10.0,0.9024,0.0944,2,4,08,50000
12.0,0.8422,0.16106,2,4,08,50000
14.0,0.8465,0.1891,2,4,08,50000
16.0,0.8773,0.21801,2,4,08,50000
-2.0,-0.1148,0.01212,2,4,08,100000
0.0,0.0894,0.01376,2,4,08,100000
2.0,0.4631,0.01452,2,4,08,100000
4.0,0.6878,0.01412,2,4,08,100000
6.0,0.8334,0.02059,2,4,08,100000
8.0,1.0012,0.04041,2,4,08,100000
12.0,0.8801,0.14522,2,4,08,100000
14.0,0.8536,0.18129,2,4,08,100000
16.0,0.8794,0.21242,2,4,08,100000
-2.0,-0.0465,0.00978,2,4,08,250000
0.0,0.2645,0.00771,2,4,08,250000
2.0,0.4766,0.0077,2,4,08,250000
4.0,0.6771,0.00929,2,4,08,250000
6.0,0.849,0.01585,2,4,08,250000
8.0,1.0194,0.02695,2,4,08,250000
10.0,0.7291,0.01225,2,4,08,250000
12.0,0.8984,0.11606,2,4,08,250000
14.0,0.8537,0.17276,2,4,08,250000
16.0,0.8869,0.20696,2,4,08,250000
-2.0,0.0263,0.00606,2,4,08,1000000
0.0,0.2297,0.00406,2,4,08,1000000
2.0,0.4656,0.00498,2,4,08,1000000
4.0,0.6747,0.00694,2,4,08,1000000
6.0,0.874,0.01078,2,4,08,1000000
8.0,1.0714,0.01447,2,4,08,1000000
10.0,1.2323,0.02234,2,4,08,1000000
12.0,1.3076,0.03586,2,4,08,1000000
14.0,1.1992,0.07308,2,4,08,1000000
-2.0,-0.0588,0.02288,3,4,08,50000
0.0,0.1228,0.02009,3,4,08,50000
2.0,0.3756,0.02713,3,4,08,50000
4.0,0.6797,0.03279,3,4,08,50000
6.0,0.9626,0.02698,3,4,08,50000
8.0,1.0886,0.04073,3,4,08,50000
10.0,1.1438,0.07405,3,4,08,50000
14.0,0.8955,0.1889,3,4,08,50000
16.0,0.9442,0.22215,3,4,08,50000
-2.0,-0.0467,0.0179,3,4,08,100000
0.0,0.2598,0.01565,3,4,08,100000
2.0,0.5694,0.01541,3,4,08,100000
4.0,0.7935,0.01562,3,4,08,100000
6.0,0.9741,0.01658,3,4,08,100000
8.0,1.0942,0.03438,3,4,08,100000
10.0,1.1665,0.06494,3,4,08,100000
12.0,0.6674,0.04188,3,4,08,100000
14.0,0.5079,0.10001,3,4,08,100000
16.0,0.5862,0.13474,3,4,08,100000
-2.0,0.1152,0.01082,3,4,08,250000
0.0,0.3688,0.00776,3,4,08,250000
2.0,0.5807,0.0081,3,4,08,250000
4.0,0.7877,0.00957,3,4,08,250000
6.0,0.9618,0.01432,3,4,08,250000
8.0,1.1084,0.02485,3,4,08,250000
10.0,1.2201,0.04668,3,4,08,250000
12.0,0.7056,0.02836,3,4,08,250000
14.0,0.5406,0.08369,3,4,08,250000
-2.0,0.1392,0.00639,3,4,08,1000000
0.0,0.3513,0.00456,3,4,08,1000000
2.0,0.5754,0.00513,3,4,08,1000000
4.0,0.7897,0.00658,3,4,08,1000000
6.0,0.9809,0.01104,3,4,08,1000000
8.0,1.1741,0.01468,3,4,08,1000000
10.0,1.3273,0.0216,3,4,08,1000000
12.0,1.4097,0.03169,3,4,08,1000000
14.0,1.3451,0.0592,3,4,08,1000000
16.0,1.1877,0.1214,3,4,08,1000000
-2.0,-0.0283,0.03031,4,4,08,50000
0.0,0.1719,0.0239,4,4,08,50000
2.0,0.4858,0.03159,4,4,08,50000
4.0,0.7236,0.03868,4,4,08,50000
6.0,0.9529,0.04446,4,4,08,50000
8.0,1.1294,0.03501,4,4,08,50000
10.0,1.2841,0.06304,4,4,08,50000
12.0,1.1321,0.10287,4,4,08,50000
14.0,0.9483,0.1897,4,4,08,50000
16.0,1.0093,0.22652,4,4,08,50000
-2.0,0.0693,0.0224,4,4,08,100000
0.0,0.3979,0.01692,4,4,08,100000
2.0,0.6714,0.01629,4,4,08,100000
4.0,0.8934,0.01714,4,4,08,100000
6.0,1.0911,0.01782,4,4,08,100000
8.0,1.1618,0.02987,4,4,08,100000
10.0,1.3094,0.05276,4,4,08,100000
12.0,1.1819,0.0872,4,4,08,100000
14.0,1.0014,0.17701,4,4,08,100000
16.0,1.0019,0.2122,4,4,08,100000
-2.0,0.2485,0.0115,4,4,08,250000
2.0,0.687,0.00858,4,4,08,250000
4.0,0.8982,0.01015,4,4,08,250000
6.0,1.091,0.01222,4,4,08,250000
8.0,1.1982,0.02337,4,4,08,250000
10.0,1.3251,0.03971,4,4,08,250000
12.0,1.2322,0.07472,4,4,08,250000
14.0,0.7029,0.05277,4,4,08,250000
16.0,0.6202,0.11705,4,4,08,250000
-2.0,0.2521,0.00661,4,4,08,1000000
0.0,0.4716,0.00578,4,4,08,1000000
2.0,0.6868,0.00543,4,4,08,1000000
4.0,0.9027,0.00669,4,4,08,1000000
6.0,1.0886,0.01123,4,4,08,1000000
8.0,1.274,0.0151,4,4,08,1000000
10.0,1.4182,0.02117,4,4,08,1000000
12.0,1.468,0.03258,4,4,08,1000000
14.0,1.3866,0.06342,4,4,08,1000000
16.0,1.2777,0.11192,4,4,08,1000000
-2.0,-0.052,0.01839,1,1,10,50000
0.0,-0.0053,0.01797,1,1,10,50000
2.0,0.254,0.02262,1,1,10,50000
4.0,0.5736,0.02133,1,1,10,50000
6.0,0.7593,0.03042,1,1,10,50000
8.0,0.9149,0.04572,1,1,10,50000
10.0,0.7681,0.10142,1,1,10,50000
12.0,0.7038,0.14701,1,1,10,50000
14.0,0.7409,0.17842,1,1,10,50000
16.0,0.7795,0.2083,1,1,10,50000
-2.0,-0.24,0.01268,1,1,10,100000
0.0,0.0113,0.01398,1,1,10,100000
2.0,0.3947,0.01274,1,1,10,100000
4.0,0.5651,0.01523,1,1,10,100000
6.0,0.7544,0.02129,1,1,10,100000
8.0,0.9405,0.02903,1,1,10,100000
10.0,1.086,0.03752,1,1,10,100000
12.0,1.0615,0.06209,1,1,10,100000
14.0,0.7489,0.16774,1,1,10,100000
16.0,0.7806,0.19965,1,1,10,100000
-2.0,-0.1777,0.00967,1,1,10,250000
0.0,0.1506,0.00824,1,1,10,250000
2.0,0.3848,0.00862,1,1,10,250000
4.0,0.5661,0.01134,1,1,10,250000
6.0,0.7543,0.0147,1,1,10,250000
8.0,0.9477,0.01802,1,1,10,250000
10.0,1.1249,0.02183,1,1,10,250000
12.0,1.2184,0.03367,1,1,10,250000
14.0,1.1823,0.05859,1,1,10,250000
16.0,0.8146,0.18354,1,1,10,250000
-2.0,-0.1046,0.00725,1,1,10,1000000
0.0,0.0943,0.00506,1,1,10,1000000
2.0,0.3119,0.00607,1,1,10,1000000
4.0,0.5835,0.00802,1,1,10,1000000
6.0,0.7793,0.00921,1,1,10,1000000
8.0,0.9819,0.01073,1,1,10,1000000
10.0,1.1723,0.0144,1,1,10,1000000
12.0,1.3435,0.01949,1,1,10,1000000
14.0,1.4288,0.0286,1,1,10,1000000
16.0,1.4199,0.05176,1,1,10,1000000
-2.0,-0.1637,0.02447,2,1,10,50000
0.0,0.0219,0.01955,2,1,10,50000
2.0,0.442,0.02082,2,1,10,50000
4.0,0.6388,0.0239,2,1,10,50000
6.0,0.8311,0.03416,2,1,10,50000
8.0,0.9421,0.056,2,1,10,50000
10.0,0.7049,0.12443,2,1,10,50000
12.0,0.743,0.14903,2,1,10,50000
14.0,0.7856,0.17549,2,1,10,50000
16.0,0.8445,0.20902,2,1,10,50000
-2.0,-0.177,0.02243,2,1,10,100000
0.0,0.2362,0.01361,2,1,10,100000
2.0,0.4622,0.01285,2,1,10,100000
4.0,0.6299,0.01782,2,1,10,100000
6.0,0.8343,0.02372,2,1,10,100000
8.0,1.02,0.03356,2,1,10,100000
10.0,1.1098,0.0545,2,1,10,100000
12.0,0.7957,0.13548,2,1,10,100000
14.0,0.8549,0.16377,2,1,10,100000
16.0,0.876,0.19902,2,1,10,100000
2.0,0.4539,0.00952,2,1,10,250000
4.0,0.6349,0.01303,2,1,10,250000
6.0,0.8336,0.0163,2,1,10,250000
8.0,1.0328,0.02239,2,1,10,250000
10.0,1.2208,0.02706,2,1,10,250000
12.0,1.3821,0.02889,2,1,10,250000
14.0,1.4145,0.03855,2,1,10,250000
16.0,1.2871,0.08457,2,1,10,250000
-2.0,-0.0094,0.0091,2,1,10,1000000
0.0,0.2038,0.00846,2,1,10,1000000
2.0,0.4125,0.00762,2,1,10,1000000
4.0,0.6551,0.00887,2,1,10,1000000
6.0,0.8581,0.01015,2,1,10,1000000
8.0,1.0637,0.01204,2,1,10,1000000
10.0,1.2712,0.01346,2,1,10,1000000
12.0,1.4488,0.01752,2,1,10,1000000
14.0,1.5557,0.02526,2,1,10,1000000
16.0,1.5549,0.04319,2,1,10,1000000
-2.0,-0.1582,0.03174,3,1,10,50000
0.0,0.0688,0.02839,3,1,10,50000
2.0,0.5211,0.01933,3,1,10,50000
4.0,0.7144,0.02728,3,1,10,50000
6.0,0.8984,0.03904,3,1,10,50000
8.0,0.9508,0.06872,3,1,10,50000
